序号,单位名称,类别,地址,辖区,评级时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,深圳中学静园食堂,学校食堂（公办）,深圳市罗湖区东门街道人民北路深中街18号深圳中学校园内东面A,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,深圳中学和园食堂,学校食堂（公办）,深圳市罗湖区东门街道人民北路深中街18号深圳中学校园内东面B,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,深圳市罗湖区悦园幼儿园食堂,学校食堂（民办）,深圳市罗湖区清水河街道红岗北路金祥悦园103#、104#、105#,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,深圳市罗湖区文德学校食堂,学校食堂（民办）,深圳市罗湖区东晓街道金稻田四处武警七支队四中队营区房文德学校宿舍楼一楼,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,深圳市罗湖区金豪锋美食汇餐厅,餐饮类,深圳市罗湖区翠竹街道水贝一路金展珠宝广场负一楼02号之一,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,深圳市建辉餐饮服务有限公司万山分店,连锁餐饮,深圳市罗湖区翠竹街道田贝四路42号万山珠宝园广场负一楼F1001号,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,深圳市泽嘉餐饮服务有限公司,餐饮类,深圳市罗湖区翠竹街道水贝一路金展珠宝广场负一楼02号,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,深圳市罗湖区翠竹街道添佳茶点餐饮店,餐饮类,深圳市罗湖区翠竹街道翠锦社区田贝四路42号万山珠宝园1栋水贝一路11号1号厂房F1002号,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,深圳市罗湖区东方学校食堂,民办学校,深圳市罗湖区黄贝街道罗芳村688号东方学校内,罗湖区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,深圳市南山区一鸣幼儿园,学校食堂,深圳市南山区松白路1002路百旺信工业园24栋,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,深圳市南山区龙苑学校师生食堂,学校食堂,深圳市南山区桃源街道龙珠大道与南坪快速路交汇处西北角,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,广东新安职业技术学院一楼食堂,学校食堂,深圳市南山区桃源街道沙河东路259号4栋一楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,广东新安职业技术学院二楼食堂,学校食堂,深圳市南山区桃源街道沙河东路259号4栋二楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,资本市场学院（B区公寓餐厅）,学校食堂,深圳市南山区西丽街道沁园二路2号,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,资本市场学院（C区公寓餐厅）,学校食堂,深圳市南山区西丽街道沁园二路2号,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,深圳市南山区科华学校师生食堂,学校食堂,深圳市南山区粤海街道大冲六路,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,深圳市南山区科华学校食堂,学校食堂,深圳市南山区粤海街道大冲六路,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,深圳大学（风味餐厅）,学校食堂,深圳市南山区粤海街道南海大道3688号后勤楼4楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,深圳大学（教工餐厅）,学校食堂,深圳市南山区粤海街道南海大道3688号北区原后勤楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,深圳大学（老西南餐厅）,学校食堂,深圳市南山区粤海街道南海大道3688号西南老宿舍1-2楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,深圳大学（荔山餐厅）,学校食堂,深圳市南山区粤海街道南海大道3688号老宿舍区荔山餐厅一二楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,深圳大学荔天餐厅师生食堂,学校食堂,深圳市南山区粤海街道南海大道3688号深圳大学斋区宿舍楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,深圳大学（新西南餐厅）,学校食堂,深圳市南山区粤海街道南海大道3688号后勤楼1-3楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,深圳大学（实验餐厅）,学校食堂,深圳市南山区粤海街道南海大道3688号老宿舍区二三楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,深圳大学（加工部）,中央厨房,深圳市南山区粤海街道南海大道3688号老宿舍区一楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,深圳市南山区特蕾新豪方幼儿园,学校食堂,深圳市南山区粤海街道麒麟路六号豪方花园内豪方幼儿园,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,深圳市南山区金紫荆拉菲幼儿园,学校食堂,深圳市南山区港前路23号,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,美孕营养健康公司,餐饮企业,深圳市南山区沙河东路255号4栋二楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,深圳市中油阳光大酒店有限公司,大型餐馆,深圳市南山区南山大道1110号,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,深圳大学（西丽校区风味餐厅）,学校食堂,深圳市南山区学苑大道西丽校区胡杨林宿舍楼一楼,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,深圳大学城管理办公室燕园一食堂,学校食堂,深圳市南山区西丽街道深圳大学城北大园区燕园一食堂,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,深圳尚书坊餐饮管理有限公司,中型餐馆,深圳市南山区桃源街道大学城社区丽水路2199号北京大学汇丰商学院整套教学楼1楼107号,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,深圳市心连心餐饮管理有限公司,大型餐馆,深圳市南山区桃源街道深圳大学城清华园区荷园二食堂第二、三层,南山区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,深圳市盐田区海华幼儿园,学校食堂,深圳市盐田区盐田街道洪安三街21号华大公寓7栋1-2层,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,深圳市盐田区中海双语幼儿园,学校食堂,深圳市盐田区中海半山溪谷26栋,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,深圳外国语学校高中部学生食堂,学校食堂,深圳市盐田区盐田街道盐田路1号8栋1-3层,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,深圳市万科梅沙书院树仁食堂,学校食堂,深圳市盐田区梅沙街道大梅沙环梅路33号万科中心东一层,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,深圳市万科梅沙书院食堂,学校食堂,深圳市盐田区梅沙街道大梅沙环梅路33号万科中心,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,深圳市盐田区庚子首义中山纪念学校食堂,学校食堂,深圳市盐田区盐田街道东海道洪安二街66号,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,深圳市盐田区机关事务管理局（机关食堂）,学校食堂,深圳市盐田区深盐路2128号盐田区行政文化中心,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,深圳市盐田区机关事务管理局（机关食堂）,学校食堂,深圳市盐田区海山街道海景二路工青妇活动中心大楼5楼,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,深圳市盐港中学食堂,学校食堂,深圳市盐田区盐田街道东海道30号,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,深圳市盐田区外国语小学食堂,学校食堂,深圳市盐田区沙头角海景二路1011号,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,深圳市盐田区林园小学食堂,学校食堂,深圳市盐田区沙头角街道园林路69号,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,深圳市盐田区梅沙未来学校食堂,学校食堂,深圳市盐田区大梅沙闲云路23号易居楼1-2楼,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,百胜餐厅（深圳）有限公司肯德基盐田餐厅,餐饮单位,深圳市盐田区梅沙街道东海大道金港盛世华庭一、二层部分左侧,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,深圳市东煌饮食有限公司东腾海鲜酒楼,餐饮单位,深圳市盐田区盐田街道盐田海鲜街16号（B栋1、2单元），12号（B栋3、4单元）,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,深圳市山海轩酒店管理有限公司,餐饮单位,深圳市盐田区北山道海美居二楼一楼,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,复康会颐康护理（深圳）有限公司食堂,养老机构食堂,深圳市盐田区盐田路2号,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,深圳市盐田区外国语小学食堂,学校食堂,广东省深圳市盐田区海山街道海景二路外国语小学教学楼南楼一楼,盐田区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,深圳市宝安区新安街道冠城幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道10区冠城世家内,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,深圳市宝安区新安街道鸿昌幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道49区鸿昌花园内,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,深圳市宝安区新安街道菁英幼儿园食堂,学校食堂（公办）,深圳市宝安区新安街道裕安一路菁英趣庭小区201号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,深圳市宝安区新安街道幸福摇篮幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道宝城82区开屏路2号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,深圳市万味源餐饮管理有限公司西乡天虹店,餐饮单位,深圳市宝安区西乡街道新湖路与西乡大道交汇处宝安天虹购物中心负一楼B1002号铺,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,深圳市正君餐饮管理顾问有限公司宝安宝立方分公司,餐饮单位,深圳市宝安区西乡街道流塘社区新安四路198宝立方博览中心L1-03B,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,深圳市正君餐饮管理顾问有限公司宝安流塘路分公司,餐饮单位,深圳市宝安区西乡街道流塘路4-7号国汇通商业广场一楼A09号商铺,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,新派（上海）餐饮管理有限公司深圳新安路分公司,餐饮单位,深圳市宝安区新安街道新安四路198号宝立方1层L1-A01号商铺,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,深圳市宝安区西乡街道御龙湾幼儿园食堂,学校食堂（民办）,深圳市宝安区金海路御龙湾花园2A01室,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,深圳市宝安区鹤洲学校食堂,学校食堂（民办）,深圳市宝安区西乡街道鹤洲社区鹤洲学校食堂楼1楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,深圳市宝安区西乡街道钟屋小学食堂,学校食堂（公办）,深圳市宝安区西乡街道钟屋一路40号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,深圳东方英文书院第二食堂,学校食堂（民办）,深圳市宝安区教育城学子路10号东院1楼2楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,深圳市宝安区西乡街道理思幼儿园食堂,学校食堂（民办）,深圳市宝安区西乡街道宝安教育城学府路10号一楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,深圳市宝安区航城街道世纪星领翔华府幼儿园食堂,学校食堂（民办）,深圳市宝安区西乡街道领航城领翔华府B区13号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,深圳市宝安区福永街道新和幼儿园食堂,学校食堂（民办）,深圳市宝安区福永街道福永社区永和路6号101、201、301、401,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,深圳市宝安区福永街道花苑幼儿园,学校食堂（民办）,宝安区福永镇福永花苑小区B栋,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,深圳市宝安区福永街道一鸣凤凰里幼儿园食堂,学校食堂（民办）,深圳市宝安区福永街道塘新路92号中粮凤凰里小区9栋一楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,深圳市宝安区福永街道星晨第二幼儿园食堂,学校食堂（民办）,深圳市宝安区福永街道塘尾社区十区十四巷2号2层,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,深圳市宝安区塘尾万里学校食堂,学校食堂（公办）,宝安区福永街道塘尾社区万里路2号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,深圳市宝安区福永街道欧兰特桥鑫幼儿园食堂,学校食堂（民办）,深圳市宝安区福永街道桥头社区灶下路180、181号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,深圳市宝安区鹏晖中英文学校食堂,学校食堂（民办）,深圳市宝安区福永街道新和社区永和路51号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,同泰电子实业(深圳)有限公司深圳同泰万怡酒店,大型餐馆,深圳市宝安区福永街道 宝安大道与福洲大道交汇处同泰时代中心1栋负1楼、3楼、4楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,深圳市宝安区沙井街道阳光幼儿园食堂,学校食堂（民办）,深圳市宝安区沙井街道步涌社区沙井路553、554号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,深圳市宝安区沙井街道黄埔小学食堂,学校食堂（公办）,深圳市宝安区沙井街道黄埔居委满寿路2号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,深圳市宝安区松岗街道燕川幼儿园食堂,学校食堂（公办）,深圳市宝安区松岗街道燕川居委燕川西路1号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,深圳市宝安区松岗街道哈佛摇篮幼儿园食堂,学校食堂（民办）,深圳市宝安区松岗街道塘下涌社区第一工业区第四栋A1.A2.A3,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,深圳市宝安区松岗街道祥纹幼儿园食堂,学校食堂（公办）,深圳市宝安区松岗街道燕川社区怡情路22号1.2栋,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,深圳市宝安区标尚学校食堂,学校食堂（民办）,深圳市宝安区松岗街道燕川西路1号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,深圳市宝安区陶园中英文实验学校食堂,学校食堂（民办）,深圳市宝安区燕罗街道,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,深圳市宝安区松岗街道洪桥生态幼儿园食堂,学校食堂（民办）,深圳市宝安区松岗街道洪桥头社区居委会后面洪园路2号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,艾美特电器（深圳）有限公司食堂,单位食堂,深圳市宝安区石岩街道黄蜂岭工业区员工宿舍8栋1楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,深圳市宝安区新安街道福慧幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道46区怡景花苑B座,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,深圳市宝安区机关幼儿园金成时代分园食堂,学校食堂（公办）,宝安区新安街道罗田路16-55号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,深圳市宝安区机关幼儿园幸福海岸分园食堂,学校食堂（公办）,深圳市宝安区新安街道宝园南路292号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,深圳市宝安区新安街道安乐幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道41区华安苑16栋一、二楼,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,深圳市宝安区新安街道天悦幼儿园食堂,学校食堂（民办）,宝安区84区雅兰路31号,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,深圳市宝安区新安街道小神童幼儿园食堂,学校食堂（民办）,宝安区新安街道50区海景花园A栋,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,深圳市宝安区新安街道开屏幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道50区开屏花园B2栋,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,深圳市宝安区新安街道爱琳幼儿园食堂,学校食堂（民办）,深圳市宝安区新安街道40区中商花园内,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,深圳市宝安区新安中南幼儿园食堂,学校食堂（公办）,深圳市宝安区新安街道38区中南花园内,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,深圳市宝安区新城幼儿园新锦安分园食堂,学校食堂（公办）,深圳市宝安区新安街道38区新锦安雅园新锦安幼儿园一栋102,宝安区,2019年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
